Country,Restaurant Name,Sentiment,Review Title,Review Date,Review,Review Length,cleaned_review,cleaned_review_tokens,Sentimento
Morroco,The LOFT,Negative,Ok,Apr 2022 •,"Food was pretty good but everything took ages, one staff member on the floor serving every table. With more staff members would come back",137,food pretty good everything took ages one staff member floor serving every table staff members would come back,"['food', 'pretty', 'good', 'everything', 'took', 'ages', 'one', 'staff', 'member', 'floor', 'serving', 'every', 'table', 'staff', 'members', 'would', 'come', 'back']",Positivo
Morroco,The LOFT,Positive,Delicious fresh local food served with style in simply stunning sixties decor,Mar 2022 •,"What a find. This beautiful boutique bistro decorated in genuine vintage 60s style is just inside one of the side gates into the town of Essaouira on the corner of rue el hajjali. 
Spotlessly clean and welcoming.
Serves a limited menu of ‘freshly caught daily’ fish.
All freshly cooked to order and beautifully presented. Flavours sublime.
We had beetroot dip with both black and green olive tapenade appetisers. As ever bread you could eat and eat and eat it’s so fresh and scrummy.
Then avocado and crab - so fresh, clean and delicious in texture and taste. Lovely little touches on the plate of a carrot curl marinated in cloves and a sprig of rosemary mimicking the carrot top. Thick unctuous balsamic vinegar. More beetroot dip. One of the best starters I’ve had in ages in any restaurant anywhere… oh and it cost 65 Dirham (£6).
My partner then had the shrimp and calamari pasta in red sauce. I had John Dory with fries and veg. Again freshly prepared and trully scrumptious. 
We are going back again tonight.",1015,find beautiful boutique bistro decorated genuine vintage 60s style inside one side gates town essaouira corner rue el hajjali spotlessly clean welcomingserves limited menu freshly caught daily fishall freshly cooked order beautifully presented flavours sublimewe beetroot dip black green olive tapenade appetisers ever bread could eat eat eat fresh scrummythen avocado crab fresh clean delicious texture taste lovely little touches plate carrot curl marinated cloves sprig rosemary mimicking carrot top thick unctuous balsamic vinegar beetroot dip one best starters ive ages restaurant anywhere oh cost 65 dirham 6my partner shrimp calamari pasta red sauce john dory fries veg freshly prepared trully scrumptious going back tonight,"['find', 'beautiful', 'boutique', 'bistro', 'decorated', 'genuine', 'vintage', '60s', 'style', 'inside', 'one', 'side', 'gates', 'town', 'essaouira', 'corner', 'rue', 'el', 'hajjali', 'spotlessly', 'clean', 'welcomingserves', 'limited', 'menu', 'freshly', 'caught', 'daily', 'fishall', 'freshly', 'cooked', 'order', 'beautifully', 'presented', 'flavours', 'sublimewe', 'beetroot', 'dip', 'black', 'green', 'olive', 'tapenade', 'appetisers', 'ever', 'bread', 'could', 'eat', 'eat', 'eat', 'fresh', 'scrummythen', 'avocado', 'crab', 'fresh', 'clean', 'delicious', 'texture', 'taste', 'lovely', 'little', 'touches', 'plate', 'carrot', 'curl', 'marinated', 'cloves', 'sprig', 'rosemary', 'mimicking', 'carrot', 'top', 'thick', 'unctuous', 'balsamic', 'vinegar', 'beetroot', 'dip', 'one', 'best', 'starters', 'ive', 'ages', 'restaurant', 'anywhere', 'oh', 'cost', '65', 'dirham', '6my', 'partner', 'shrimp', 'calamari', 'pasta', 'red', 'sauce', 'john', 'dory', 'fries', 'veg', 'freshly', 'prepared', 'trully', 'scrumptious', 'going', 'back', 'tonight']",Muito Positivo
Morroco,The LOFT,Positive,Space 1999 lunch,Feb 2022 •,"Went for light lunch at The Loft. Went for the razor clams for starter and grilled octopus for main course. Beautifully cooked and presented   - no alcoholic beverages, although food more than compensated!",205,went light lunch loft went razor clams starter grilled octopus main course beautifully cooked presented alcoholic beverages although food compensated,"['went', 'light', 'lunch', 'loft', 'went', 'razor', 'clams', 'starter', 'grilled', 'octopus', 'main', 'course', 'beautifully', 'cooked', 'presented', 'alcoholic', 'beverages', 'although', 'food', 'compensated']",Positivo
Morroco,The LOFT,Positive,Great food great vibe,Sep 2021 •,"A super chill spot with new delicious food, fun decor, and cool soundtrack. An ineventive reinterpretation of traditional Moroccan dishes.",138,super chill spot new delicious food fun decor cool soundtrack ineventive reinterpretation traditional moroccan dishes,"['super', 'chill', 'spot', 'new', 'delicious', 'food', 'fun', 'decor', 'cool', 'soundtrack', 'ineventive', 'reinterpretation', 'traditional', 'moroccan', 'dishes']",Muito Positivo
Morroco,The LOFT,Positive,Must try!!!,Sep 2021 •,"This tiny spot in a small street in the old city did really delivered. Great food, with beautiful presentation and very friendly service. Really cool decor and we were super surprised at how reasonably priced it was. Would definitely return and highly recommend. Well done to the people from The Loft.",301,tiny spot small street old city really delivered great food beautiful presentation friendly service really cool decor super surprised reasonably priced would definitely return highly recommend well done people loft,"['tiny', 'spot', 'small', 'street', 'old', 'city', 'really', 'delivered', 'great', 'food', 'beautiful', 'presentation', 'friendly', 'service', 'really', 'cool', 'decor', 'super', 'surprised', 'reasonably', 'priced', 'would', 'definitely', 'return', 'highly', 'recommend', 'well', 'done', 'people', 'loft']",Positivo
Morroco,The LOFT,Positive,An Unexpected Delight,Aug 2021 •,It was very unexpected to find a tiny restaurant in the medina that did grilled pulpo so perfectly. I love this dish and this cute place really delivered a delicious meal that the many restaurants I get it at in Lima Peru would be matched.,239,unexpected find tiny restaurant medina grilled pulpo perfectly love dish cute place really delivered delicious meal many restaurants get lima peru would matched,"['unexpected', 'find', 'tiny', 'restaurant', 'medina', 'grilled', 'pulpo', 'perfectly', 'love', 'dish', 'cute', 'place', 'really', 'delivered', 'delicious', 'meal', 'many', 'restaurants', 'get', 'lima', 'peru', 'would', 'matched']",Positivo
Morroco,The LOFT,Positive,Wonderful,Aug 2021 •,"The food was great 
The restaurant is well decorated 
The staff is nice 
I went there with my parents and they were happy with the quality
Totally worth going there, it is a must do when visiting Essaouira",205,food great restaurant well decorated staff nice went parents happy qualitytotally worth going must visiting essaouira,"['food', 'great', 'restaurant', 'well', 'decorated', 'staff', 'nice', 'went', 'parents', 'happy', 'qualitytotally', 'worth', 'going', 'must', 'visiting', 'essaouira']",Muito Positivo
Morroco,The LOFT,Positive,I recommended,Aug 2021 •,The atmoshere here its so amazing and also the food was tasty i take the john dory fish and tartar with crab so yummy .i recommended. Thank you guys,148,atmoshere amazing also food tasty take john dory fish tartar crab yummy recommended thank guys,"['atmoshere', 'amazing', 'also', 'food', 'tasty', 'take', 'john', 'dory', 'fish', 'tartar', 'crab', 'yummy', 'recommended', 'thank', 'guys']",Positivo
Morroco,The LOFT,Positive,Good lunch experience,Aug 2021 •,"The lunch in this place is something I else, the food is tasty, the guys were so nice!
Thank  you for this good experience",122,lunch place something else food tasty guys nicethank good experience,"['lunch', 'place', 'something', 'else', 'food', 'tasty', 'guys', 'nicethank', 'good', 'experience']",Positivo
Morroco,The LOFT,Positive,Amazing dinner,Aug 2021 •,"Thank you guys for your smiles and good service , we really love the place ! You are so friendly, the food was delicious ❤️
I recommend it for u all 😁",150,thank guys smiles good service really love place friendly food delicious recommend u,"['thank', 'guys', 'smiles', 'good', 'service', 'really', 'love', 'place', 'friendly', 'food', 'delicious', 'recommend', 'u']",Positivo
Morroco,The LOFT,Positive,The best in essaouira,Aug 2021 •,"My favorite restaurant in Essaouira,small but very cozy restaurant, staff was exceptionally friendly and helpful, the service was amazing and obviously the food was the highlight,if your a seafood lover this is your place, don't miss the grilled octopus.",254,favorite restaurant essaouirasmall cozy restaurant staff exceptionally friendly helpful service amazing obviously food highlightif seafood lover place dont miss grilled octopus,"['favorite', 'restaurant', 'essaouirasmall', 'cozy', 'restaurant', 'staff', 'exceptionally', 'friendly', 'helpful', 'service', 'amazing', 'obviously', 'food', 'highlightif', 'seafood', 'lover', 'place', 'dont', 'miss', 'grilled', 'octopus']",Muito Positivo
Morroco,The LOFT,Positive,the best dinner in essaouira,Aug 2021 •,"so happy we decided to visit this restaurant duo to its original decoration , turned out to be the highlight of our visit to essaouira, everything was just great. the food,the atmosphere and the people, it was hard to leave thats how good everything was , i will surely be back again",283,happy decided visit restaurant duo original decoration turned highlight visit essaouira everything great foodthe atmosphere people hard leave thats good everything surely back,"['happy', 'decided', 'visit', 'restaurant', 'duo', 'original', 'decoration', 'turned', 'highlight', 'visit', 'essaouira', 'everything', 'great', 'foodthe', 'atmosphere', 'people', 'hard', 'leave', 'thats', 'good', 'everything', 'surely', 'back']",Muito Positivo
Morroco,The LOFT,Negative,Intoxication,Jul 2021 •,"It was a bad experience for us. After eating there we got a bad intoxication. We couldn't sleep at night and the next day was horrible. We couldn't go out, we just stayed in the hotel. This restaurant ruined our vacations in Essaouira and I will never eat there again.",268,bad experience us eating got bad intoxication couldnt sleep night next day horrible couldnt go stayed hotel restaurant ruined vacations essaouira never eat,"['bad', 'experience', 'us', 'eating', 'got', 'bad', 'intoxication', 'couldnt', 'sleep', 'night', 'next', 'day', 'horrible', 'couldnt', 'go', 'stayed', 'hotel', 'restaurant', 'ruined', 'vacations', 'essaouira', 'never', 'eat']",Muito Negativo
Morroco,The LOFT,Positive,Hidden Treasure,Aug 2021 •,"A hidden treasure among the back streets of Essaouira! 
Small but full of life we found this restaurant very welcoming and the food was wonderful! Would highly recommend a visit if you are looking for somewhere to eat.",218,hidden treasure among back streets essaouira small full life found restaurant welcoming food wonderful would highly recommend visit looking somewhere eat,"['hidden', 'treasure', 'among', 'back', 'streets', 'essaouira', 'small', 'full', 'life', 'found', 'restaurant', 'welcoming', 'food', 'wonderful', 'would', 'highly', 'recommend', 'visit', 'looking', 'somewhere', 'eat']",Muito Positivo
Morroco,The LOFT,Positive,Lunch at Loft Essaouira,Jul 2021 •,"Great for lunch and dinner , an Amazing place, chaleureuse and very clean , the staff is so professional, spent 2 hours there couldn’t leave the place because of its beauty and food quality. Highly recommended",209,great lunch dinner amazing place chaleureuse clean staff professional spent 2 hours couldnt leave place beauty food quality highly recommended,"['great', 'lunch', 'dinner', 'amazing', 'place', 'chaleureuse', 'clean', 'staff', 'professional', 'spent', '2', 'hours', 'couldnt', 'leave', 'place', 'beauty', 'food', 'quality', 'highly', 'recommended']",Muito Positivo
Morroco,The LOFT,Positive,I’m becoming a regular!,Jun 2021 •,"The place is all around great! Great food, great people, great atmosphere… I already came back after my first visit and I will do it again.",139,place around great great food great people great atmosphere already came back first visit,"['place', 'around', 'great', 'great', 'food', 'great', 'people', 'great', 'atmosphere', 'already', 'came', 'back', 'first', 'visit']",Muito Positivo
Morroco,The LOFT,Positive,Amazing lunch,Mar 2020 •,"Lunch was fantastic. It was hard to choose, everything on the menu sounded amazing. We visited in March when they closed in the afternoon, so glad we decided to visit at lunch time! Calamari a la plancha was phenomenal.",219,lunch fantastic hard choose everything menu sounded amazing visited march closed afternoon glad decided visit lunch time calamari la plancha phenomenal,"['lunch', 'fantastic', 'hard', 'choose', 'everything', 'menu', 'sounded', 'amazing', 'visited', 'march', 'closed', 'afternoon', 'glad', 'decided', 'visit', 'lunch', 'time', 'calamari', 'la', 'plancha', 'phenomenal']",Muito Positivo
Morroco,The LOFT,Positive,What a jewel...we found ourselves,Apr 2020 •,What a jewel...we found ourselves a little treasure for lunch in Essaouira. Avocado & crab starter was beautifully plated & so delicious. Every dish was as appetizing!,167,jewelwe found little treasure lunch essaouira avocado crab starter beautifully plated delicious every dish appetizing,"['jewelwe', 'found', 'little', 'treasure', 'lunch', 'essaouira', 'avocado', 'crab', 'starter', 'beautifully', 'plated', 'delicious', 'every', 'dish', 'appetizing']",Muito Positivo
Morroco,The LOFT,Positive,Amazing!! Best meal I had in Morocco!,Mar 2020 •,"So happy we decided to visit this restaurant. The atmosphere, staff, and music were great.. But the food was incredible! We split the avocado tartar with crab inside to start. The avocado was deliciously creamy, and its flavor was complemented excellently by fresh tomatoes and red onion. The crab meat inside was beautiful. We learned from the staff that the chef at The Loft is the original creator of this dish, which we had seen on several restaurants in Essaouira. While the rest of the menu changes all the time, this staple stays by popular demand. We understood why! Afterwards we split a seafood tagliatelle in spicy tomato sauce and a salmon dish. Both were excellent! Could not recommend this place more! It was a huge highlight of the trip!",752,happy decided visit restaurant atmosphere staff music great food incredible split avocado tartar crab inside start avocado deliciously creamy flavor complemented excellently fresh tomatoes red onion crab meat inside beautiful learned staff chef loft original creator dish seen several restaurants essaouira rest menu changes time staple stays popular demand understood afterwards split seafood tagliatelle spicy tomato sauce salmon dish excellent could recommend place huge highlight trip,"['happy', 'decided', 'visit', 'restaurant', 'atmosphere', 'staff', 'music', 'great', 'food', 'incredible', 'split', 'avocado', 'tartar', 'crab', 'inside', 'start', 'avocado', 'deliciously', 'creamy', 'flavor', 'complemented', 'excellently', 'fresh', 'tomatoes', 'red', 'onion', 'crab', 'meat', 'inside', 'beautiful', 'learned', 'staff', 'chef', 'loft', 'original', 'creator', 'dish', 'seen', 'several', 'restaurants', 'essaouira', 'rest', 'menu', 'changes', 'time', 'staple', 'stays', 'popular', 'demand', 'understood', 'afterwards', 'split', 'seafood', 'tagliatelle', 'spicy', 'tomato', 'sauce', 'salmon', 'dish', 'excellent', 'could', 'recommend', 'place', 'huge', 'highlight', 'trip']",Positivo
Morroco,The LOFT,Positive,Good food in Essaouira,Mar 2020 •,"Very tasty meal, a fresh change from daily unvarying Moroccan meals on group tour.  Most tourists. Busy so call ahead or come early.",132,tasty meal fresh change daily unvarying moroccan meals group tour tourists busy call ahead come early,"['tasty', 'meal', 'fresh', 'change', 'daily', 'unvarying', 'moroccan', 'meals', 'group', 'tour', 'tourists', 'busy', 'call', 'ahead', 'come', 'early']",Muito Positivo
Morroco,The LOFT,Positive,Funky restaurant with tasty food,Mar 2020 •,Just ate lunch here. Great friendly service. My squid tagliatelle was delicious and the house burger also tasty. Funky designed restaurant.,139,ate lunch great friendly service squid tagliatelle delicious house burger also tasty funky designed restaurant,"['ate', 'lunch', 'great', 'friendly', 'service', 'squid', 'tagliatelle', 'delicious', 'house', 'burger', 'also', 'tasty', 'funky', 'designed', 'restaurant']",Positivo
Morroco,The LOFT,Positive,Delicious!,Feb 2020 •,"We love this place and try to go there at our yearly visit. Delicious and original menu, all fresh and made to order.",117,love place try go yearly visit delicious original menu fresh made order,"['love', 'place', 'try', 'go', 'yearly', 'visit', 'delicious', 'original', 'menu', 'fresh', 'made', 'order']",Positivo
Morroco,The LOFT,Positive,Dining Experience,Feb 2020 •,"First the The Loft, has a unique antique look and has a great ambiance to dine. We ordered our food and appetizers and the server ask us if we wanted the appetizer first, which was nice as we were not asked this question in other restaurants. The avocado crab cakes if my memory serves me correctly was delicious and the presentation of the plate was exquisite. Our cuttle fish presentation by the chef ""Zakaria"" was awesome and we were enamored by the whole appearance,. This completely our taste nothing to do with others choice we were not a big fan of the cuttle fish as we were expecting a fish filet and instead of the squid family of fish. I need to be honest I will definitely go again and would give them 5 starts for the service and presentation and ambiance",768,first loft unique antique look great ambiance dine ordered food appetizers server ask us wanted appetizer first nice asked question restaurants avocado crab cakes memory serves correctly delicious presentation plate exquisite cuttle fish presentation chef zakaria awesome enamored whole appearance completely taste nothing others choice big fan cuttle fish expecting fish filet instead squid family fish need honest definitely go would give 5 starts service presentation ambiance,"['first', 'loft', 'unique', 'antique', 'look', 'great', 'ambiance', 'dine', 'ordered', 'food', 'appetizers', 'server', 'ask', 'us', 'wanted', 'appetizer', 'first', 'nice', 'asked', 'question', 'restaurants', 'avocado', 'crab', 'cakes', 'memory', 'serves', 'correctly', 'delicious', 'presentation', 'plate', 'exquisite', 'cuttle', 'fish', 'presentation', 'chef', 'zakaria', 'awesome', 'enamored', 'whole', 'appearance', 'completely', 'taste', 'nothing', 'others', 'choice', 'big', 'fan', 'cuttle', 'fish', 'expecting', 'fish', 'filet', 'instead', 'squid', 'family', 'fish', 'need', 'honest', 'definitely', 'go', 'would', 'give', '5', 'starts', 'service', 'presentation', 'ambiance']",Muito Positivo
Morroco,The LOFT,Positive,Lunch visit,Feb 2020 •,This quirky restaurant served good food at good prices with friendly staff. Would have gone back if we had had more time,120,quirky restaurant served good food good prices friendly staff would gone back time,"['quirky', 'restaurant', 'served', 'good', 'food', 'good', 'prices', 'friendly', 'staff', 'would', 'gone', 'back', 'time']",Positivo
Morroco,The LOFT,Positive,A bit of european taste in Marocco,Feb 2020 •,"Great octopus, nice tatar, delicate tea :)  pretty inside 😍 good quality and good prices (big serving)",102,great octopus nice tatar delicate tea pretty inside good quality good prices big serving,"['great', 'octopus', 'nice', 'tatar', 'delicate', 'tea', 'pretty', 'inside', 'good', 'quality', 'good', 'prices', 'big', 'serving']",Positivo
Morroco,The LOFT,Positive,Wonderful dinner at a great spot,Feb 2020 •,We had a lovely evening with great food and very good and friendly service and.... good music from a dj,103,lovely evening great food good friendly service good music dj,"['lovely', 'evening', 'great', 'food', 'good', 'friendly', 'service', 'good', 'music', 'dj']",Positivo
Morroco,The LOFT,Positive,The Loft Restaurant was a great find in the Médina.,Feb 2020 •,"This was a great find in the market. It was so good at lunch we went back for dinner. Small & intimate with American music from jazz( Dave Brubek) to smooth rock. At lunch we  had  a variety of starters. We shared an order of spring rolls, a stack of avocado, with fresh tomatoes,onion and topped with fresh crab meat, and last a smoked grilled sardine plate. They were presented beautifully and tasteful.
We returned for dinner and shared the avocado stack. My wife ordered the grilled salmon accompanied with fresh eggplant and a purée of turnips. I took the waiters recommendation and had the tagliatelle with shrimp& calamari. Both dishes were excellent along with being served hot.
There is no alcohol served and best of all inexpensive by American standards .",765,great find market good lunch went back dinner small intimate american music jazz dave brubek smooth rock lunch variety starters shared order spring rolls stack avocado fresh tomatoesonion topped fresh crab meat last smoked grilled sardine plate presented beautifully tastefulwe returned dinner shared avocado stack wife ordered grilled salmon accompanied fresh eggplant purée turnips took waiters recommendation tagliatelle shrimp calamari dishes excellent along served hotthere alcohol served best inexpensive american standards,"['great', 'find', 'market', 'good', 'lunch', 'went', 'back', 'dinner', 'small', 'intimate', 'american', 'music', 'jazz', 'dave', 'brubek', 'smooth', 'rock', 'lunch', 'variety', 'starters', 'shared', 'order', 'spring', 'rolls', 'stack', 'avocado', 'fresh', 'tomatoesonion', 'topped', 'fresh', 'crab', 'meat', 'last', 'smoked', 'grilled', 'sardine', 'plate', 'presented', 'beautifully', 'tastefulwe', 'returned', 'dinner', 'shared', 'avocado', 'stack', 'wife', 'ordered', 'grilled', 'salmon', 'accompanied', 'fresh', 'eggplant', 'purée', 'turnips', 'took', 'waiters', 'recommendation', 'tagliatelle', 'shrimp', 'calamari', 'dishes', 'excellent', 'along', 'served', 'hotthere', 'alcohol', 'served', 'best', 'inexpensive', 'american', 'standards']",Muito Positivo
Morroco,The LOFT,Positive,What a different little place,Feb 2020 •,"Just walking by we liked the look and it didn't disappoint us.  A small place with interesting and colourful decor.  We were shown up to the 'loft' part which is small but fun.  The food was brilliant and cheap.  We had octopus and calamari cooked to perfection.  Not a rubbery bit in site.  There is no alcohol here which isn't a bad thing to cut back on once holiday.  BUT you must try the carrot and ginger drink.  Freshly squeezed/blended etc.  So refreshing, tasty and almost a meal in itself.  The staff were charming.  It also looked as though it is a great place for single people to eat.  We saw a few there happily alone and smiling.  Try it.",652,walking liked look didnt disappoint us small place interesting colourful decor shown loft part small fun food brilliant cheap octopus calamari cooked perfection rubbery bit site alcohol isnt bad thing cut back holiday must try carrot ginger drink freshly squeezedblended etc refreshing tasty almost meal staff charming also looked though great place single people eat saw happily alone smiling try,"['walking', 'liked', 'look', 'didnt', 'disappoint', 'us', 'small', 'place', 'interesting', 'colourful', 'decor', 'shown', 'loft', 'part', 'small', 'fun', 'food', 'brilliant', 'cheap', 'octopus', 'calamari', 'cooked', 'perfection', 'rubbery', 'bit', 'site', 'alcohol', 'isnt', 'bad', 'thing', 'cut', 'back', 'holiday', 'must', 'try', 'carrot', 'ginger', 'drink', 'freshly', 'squeezedblended', 'etc', 'refreshing', 'tasty', 'almost', 'meal', 'staff', 'charming', 'also', 'looked', 'though', 'great', 'place', 'single', 'people', 'eat', 'saw', 'happily', 'alone', 'smiling', 'try']",Positivo
Morroco,The LOFT,Positive,excellent food,Jan 2020 •,We visited this restaurant twice in a short stay with another couple and all had different dishes.  All four of us were very happy with our order.  The service was attentive and friendly.  The decor was excellent with lots of retro pieces on walls,247,visited restaurant twice short stay another couple different dishes four us happy order service attentive friendly decor excellent lots retro pieces walls,"['visited', 'restaurant', 'twice', 'short', 'stay', 'another', 'couple', 'different', 'dishes', 'four', 'us', 'happy', 'order', 'service', 'attentive', 'friendly', 'decor', 'excellent', 'lots', 'retro', 'pieces', 'walls']",Positivo
Morroco,The LOFT,Negative,Not what we expected- bad,Jan 2020 •,"Went to the loft because it was recommended in Lonely Planet. I was hugely dissappointed. Since we are next to the port, I wanted to eat some fresh fish, but nothing available. We had calamari with rice and salmon with celery and aubergines. Food had no spice, no salt and no taste. The place is too dark and toilet is right at the entrance of the restaurant in a wooden barrack. Not sure why this place was featured in Lonely Planet. Not recommended.",451,went loft recommended lonely planet hugely dissappointed since next port wanted eat fresh fish nothing available calamari rice salmon celery aubergines food spice salt taste place dark toilet right entrance restaurant wooden barrack sure place featured lonely planet recommended,"['went', 'loft', 'recommended', 'lonely', 'planet', 'hugely', 'dissappointed', 'since', 'next', 'port', 'wanted', 'eat', 'fresh', 'fish', 'nothing', 'available', 'calamari', 'rice', 'salmon', 'celery', 'aubergines', 'food', 'spice', 'salt', 'taste', 'place', 'dark', 'toilet', 'right', 'entrance', 'restaurant', 'wooden', 'barrack', 'sure', 'place', 'featured', 'lonely', 'planet', 'recommended']",Muito Negativo
Morroco,The LOFT,Positive,Best Dinner in Essouira,Jan 2020 •,"A cool modern place with a modern Moroccan vibe. Low lights and romanticish music. Everything is fresh and delicious. Had the salmon and the pan fried calamari. Also, the avocado tartar with crab. Would definitely come back next time in Essouira.",246,cool modern place modern moroccan vibe low lights romanticish music everything fresh delicious salmon pan fried calamari also avocado tartar crab would definitely come back next time essouira,"['cool', 'modern', 'place', 'modern', 'moroccan', 'vibe', 'low', 'lights', 'romanticish', 'music', 'everything', 'fresh', 'delicious', 'salmon', 'pan', 'fried', 'calamari', 'also', 'avocado', 'tartar', 'crab', 'would', 'definitely', 'come', 'back', 'next', 'time', 'essouira']",Positivo
Morroco,The LOFT,Positive,Amazing food,Jan 2020 •,Quite simply one of the best meals I've had for a long long time - had the octopus dish and the calamari dish and both were super. Highly recommend.,148,quite simply one best meals ive long long time octopus dish calamari dish super highly recommend,"['quite', 'simply', 'one', 'best', 'meals', 'ive', 'long', 'long', 'time', 'octopus', 'dish', 'calamari', 'dish', 'super', 'highly', 'recommend']",Muito Positivo
Morroco,The LOFT,Positive,Excellent Experience,Dec 2019 •,"We were there for New Years Eve. Received great service, great menu, excellent food and a wonderful atmosphere",110,new years eve received great service great menu excellent food wonderful atmosphere,"['new', 'years', 'eve', 'received', 'great', 'service', 'great', 'menu', 'excellent', 'food', 'wonderful', 'atmosphere']",Positivo
Morroco,The LOFT,Positive,Lunch,Jan 2020 •,Beautiful little restaurant great atmosphere. If you time your visit well it has a great eating area upstairs,109,beautiful little restaurant great atmosphere time visit well great eating area upstairs,"['beautiful', 'little', 'restaurant', 'great', 'atmosphere', 'time', 'visit', 'well', 'great', 'eating', 'area', 'upstairs']",Positivo
Morroco,The LOFT,Positive,Delicious,Jan 2020 •,"It was soo god i could eat every day there, but i was a little bit sad, there was no vegetarian option! But the salmon and the slow cooked beef were very very delicious!
The restaurant is very cozy and the people are very friendly and nice!",240,soo god could eat every day little bit sad vegetarian option salmon slow cooked beef deliciousthe restaurant cozy people friendly nice,"['soo', 'god', 'could', 'eat', 'every', 'day', 'little', 'bit', 'sad', 'vegetarian', 'option', 'salmon', 'slow', 'cooked', 'beef', 'deliciousthe', 'restaurant', 'cozy', 'people', 'friendly', 'nice']",Neutro
Morroco,The LOFT,Positive,Nice and tasty!,Jan 2020 •,"Bravissimi! The staff has been very friendly and the food was very tasty. Interior of the local is very well design and thought. Very fair prices. We had 2 starters (avocado&crab tartar + vegetables soup, the olive oil on the soup was superb) and 2 mains (octopus and squid) + some tomate pasta for our little baby: 420 mad!

They don't take reservations, the good old rule 'first comes first served' applies!",409,bravissimi staff friendly food tasty interior local well design thought fair prices 2 starters avocadocrab tartar vegetables soup olive oil soup superb 2 mains octopus squid tomate pasta little baby 420 madthey dont take reservations good old rule first comes first served applies,"['bravissimi', 'staff', 'friendly', 'food', 'tasty', 'interior', 'local', 'well', 'design', 'thought', 'fair', 'prices', '2', 'starters', 'avocadocrab', 'tartar', 'vegetables', 'soup', 'olive', 'oil', 'soup', 'superb', '2', 'mains', 'octopus', 'squid', 'tomate', 'pasta', 'little', 'baby', '420', 'madthey', 'dont', 'take', 'reservations', 'good', 'old', 'rule', 'first', 'comes', 'first', 'served', 'applies']",Neutro
Morroco,The LOFT,Positive,went twice. Great Place,Dec 2019 •,"Without the internet we asked someone in a shop where to eat. They said this place because they knew the chef.
Really small menu , really nice food. Went twice would go again. Very friendly people too",200,without internet asked someone shop eat said place knew chefreally small menu really nice food went twice would go friendly people,"['without', 'internet', 'asked', 'someone', 'shop', 'eat', 'said', 'place', 'knew', 'chefreally', 'small', 'menu', 'really', 'nice', 'food', 'went', 'twice', 'would', 'go', 'friendly', 'people']",Neutro
Morroco,The LOFT,Positive,Something different.,Dec 2019 •,"Relatively small menu that manages to offer , Spanish, Moroccan, International inspired dishes.  Some great choices. I like it because it offers something different ! Decor is eclectic, quirky , different  ! Good, relaxed ambience. Efficient service. Reasonably priced for quality of dining experience. Premises are not very big and they do get very busy. It is alcohol free if that is important to you - either way.",416,relatively small menu manages offer spanish moroccan international inspired dishes great choices like offers something different decor eclectic quirky different good relaxed ambience efficient service reasonably priced quality dining experience premises big get busy alcohol free important either way,"['relatively', 'small', 'menu', 'manages', 'offer', 'spanish', 'moroccan', 'international', 'inspired', 'dishes', 'great', 'choices', 'like', 'offers', 'something', 'different', 'decor', 'eclectic', 'quirky', 'different', 'good', 'relaxed', 'ambience', 'efficient', 'service', 'reasonably', 'priced', 'quality', 'dining', 'experience', 'premises', 'big', 'get', 'busy', 'alcohol', 'free', 'important', 'either', 'way']",Positivo
Morroco,The LOFT,Positive,Gorgeous Restaurant,Oct 2019 •,"We were looking for somewhere to eat so we looked around to see who was busy.
The Loft was very busy but managed to fit us in and near the kitchen.
We watched and looked around at this very small restaurant that was so vibrant.
The food was excellent and the service very friendly and efficient.
We would definitely return again",328,looking somewhere eat looked around see busythe loft busy managed fit us near kitchenwe watched looked around small restaurant vibrantthe food excellent service friendly efficientwe would definitely return,"['looking', 'somewhere', 'eat', 'looked', 'around', 'see', 'busythe', 'loft', 'busy', 'managed', 'fit', 'us', 'near', 'kitchenwe', 'watched', 'looked', 'around', 'small', 'restaurant', 'vibrantthe', 'food', 'excellent', 'service', 'friendly', 'efficientwe', 'would', 'definitely', 'return']",Positivo
Morroco,The LOFT,Positive,The best food!,Nov 2019 •,"The Loft was such a great restaurant. The atmosphere, the decor, the food. We visited in November 2019 and didn't book. We only had to wait about 20 minutes and we managed to get a table for 2. The food was absolutely amazing. We loved it there. When we visit Essaouira again we will most definitely return.",307,loft great restaurant atmosphere decor food visited november 2019 didnt book wait 20 minutes managed get table 2 food absolutely amazing loved visit essaouira definitely return,"['loft', 'great', 'restaurant', 'atmosphere', 'decor', 'food', 'visited', 'november', '2019', 'didnt', 'book', 'wait', '20', 'minutes', 'managed', 'get', 'table', '2', 'food', 'absolutely', 'amazing', 'loved', 'visit', 'essaouira', 'definitely', 'return']",Muito Positivo
